SMILES,MP
c1coc(c1)C(N=Cc1ccco1)/N=C/c1ccco1,117.0
OC(=O)c1sccc1Cl,186.0
OCC1OC(C(C1O)O)(CO)n1cnc2c1ncnc2N,212.0
C=CCN(C(=O)COC(=O)c1ccccc1)CC=C,42.5
c1ccc2c(c1)c1c3ccccc3c3c4c1c(c2)ccc4ccc3,162.4
Clc1ccc2c(-c3c(CO2)cc2c(c3c3ccccc3)C(=O)CCC2)c1,185.0
OCC(C(C(Cn1c2-c(nc3c1cc(C)c(c3)C)c(=O)[nH]c(=O)n2)O)O)O,280.0
ON=C(c1ccccc1)C#N,129.0
Cc1cccc2-c3c(Cc12)cccc3,85.0
N#CC(=NOCC1OCCO1)c1ccccc1,77.7
OC(=O)c1n(nnc1C(=O)O)Cc1ccccc1,180.0
CSc1cc2c(c3-c4c(CCc13)cccc4)c(=O)n(n2C)c1ccccc1,181.0
COC(=O)C1(CCC1)S(=O)(=O)c1ccc(cc1)Cl,76.2
O=C1OCC(C1C(c1ccccc1)O)Cc1cncn1C,179.0
O=c1nc2-c(c(=O)n1C)ncnn2C,178.5
Oc1ccc(nc1)C(F)(F)F,175.0
OC(=O)/C=C/c1ccc(cc1)c1ccccc1,226.0
O=c1n2CCC3=C(c2nc2c1cccc2)N=C1[C]3C=CC=C1,260.0
Brc1ccc(cc1)N1C(=O)C2C(C1=O)ON=C2C(=O)c1ccc2c(c1)cccc2,186.0
Clc1cc2Oc3cc(Cl)c(cc3Oc2cc1Cl)Cl,305.0
O=C=NC(c1cccc(c1)C(N=C=O)(C)C)(C)C,-10.0
CCC#N,-92.0
COc1c(OC)ccc(c1Cl)CO,71.0
Nc1cc(nn1c1ccccc1)c1ccccc1,131.0
O=C(C(C(F)(F)F)C(F)(F)F)NCc1ccccc1,194.0
CN(c1ccccc1)C(=O)C,103.0
O=C1CCC2(C(=C1)CCC1C2(F)C(O)CC2(C1CCC2(OC(=O)C)C(=O)C)C)C,267.5
CN1CCN(CC1)C,-1.0
N#Cc1cc(F)c(cc1O)F,162.0
Cc1ccccc1c1ccccc1P(C1CCCCC1)C1CCCCC1,109.0
COC(=O)NN,72.0
COc1ccc(cc1)C(=O)C1CC1,42.0
O=Cc1nc2c(s1)cccc2,74.0
Nc1[nH]nc(c1)c1cccs1,101.0
O=Cc1ccc(cc1F)Cl,59.0
COc1cc(C)c(cc1S(=O)(=O)Cl)Cl,127.0
N#CC(=C(OC)C)c1ccccc1[N+](=O)[O-],68.0
Oc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],63.5
O=Cc1c(F)ccc(c1F)Cl,45.0
CC1=Cc2c(C1O)cccc2,87.0
C1CC[C@@H]2N(C1)C[C@H]1C[C@@H]2CN2[C@@H]1CCCC2,30.5
c1ccc(cc1)c1ccccc1c1ccccc1c1ccccc1,118.5
CC(Oc1ccc(cc1)Nc1ccccc1)C,79.0
CC(=O)NCc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I,255.0
OC1CCc2c(C1)cccc2,15.5
CC(=O)Nc1ccc(cc1)c1ccc(cc1)N(C(=O)C)Nc1ccccc1,233.0
Cc1ccncc1C(=O)NN,177.0
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,72.0
S=C(c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)NC1CCCCC1,218.0
CCC(c1ccccc1)C(=O)NC(=O)N,162.0
[O-][N+](=O)c1c(C)cc(c(c1C)Br)C,60.0
Nc1cccc(c1)C(=O)O,175.0
O1CC1COc1ccc(cc1)OCC1OC1,111.0
BrCCCC(Br)C,-34.0
Oc1cccc2c1C(=O)c1ccccc1C2=O,193.8
CC(=O)CC(=O)c1ccc2c(c1)cccc2,78.0
OC(=O)Cc1c(Cl)cccc1C(F)(F)F,151.0
IC(I)I,122.0
COC(=O)c1ccc(cc1OC)Br,33.0
CC(=CCC(=C)C)C,14.0
CCOC(=O)Cc1ccc(cc1)[N+](=O)[O-],64.0
OC(=O)/C(=C/c1ccccc1)/c1ccccc1,173.0
OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,151.0
OC(=O)CCC(C1CCC2C1(C)C(O)CC1C2CCC2C1(C)CCCC2)C,187.0
CC(=O)c1nn2c(s1)nnc2C(F)(F)F,200.0
ClCCSCCCl,13.5
OCc1c(F)cccc1Cl,43.0
Clc1ccc(cc1Cl)C(Cl)(Cl)Cl,25.8
CCCCCCCOC(=O)CC,-50.9
OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)C1=C3C(=CN=C3C=C[CH]1)C2)C,162.0
Nc1ccc(cc1)N=Nc1ccc(cc1)N=Nc1ccc(cc1)N=Nc1ccc(cc1)N=Nc1ccc(cc1)N,292.0
COc1ccc(cc1)CCC(=O)O,104.0
CCC(=O)c1ccc(cc1)C(F)(F)F,36.0
CCOOCC,-70.0
ON(C(C1C(=O)C2(C(C1CC2)(C)C)C)Br)c1ccccc1,121.0
Cc1cc(C)c2c(c1)CC2=O,48.0
CCCCCCCCCCCCCC=C,-4.0
O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])NCCc1nn(c2c1c(N)ncn2)C,281.0
COc1c2ccc(=O)oc2cc2c1cco2,188.0
O=C(c1cnc(cn1)C(C)(C)C)Nc1c(C)cccc1C,85.0
CCC1CCC2C1(C)CCC1C2CCC2C1(C)CCCC2,84.5
Clc1ccc(cn1)c1ccc(nc1)Br,244.0
c1csc(c1)P(c1cccs1)c1cccs1,29.0
OC(=O)Cc1ccc(cc1)I,138.0
S1CC2=NN=CC2C1,133.0
CCN(C(O)C)CC,-70.0
CC(=O)c1ccccc1c1ccccc1,56.0
ClC(=O)C(c1ccccc1)c1ccccc1,53.0
CCCCCCCCS,-49.0
C1CCCC=CCC1,-16.0
CCCCCCCCC#N,-34.0
N#CCS(=O)(=O)c1ccc(cc1)C,150.0
COc1ccc(c(c1)C(F)(F)F)B(O)O,170.0
Oc1cccc(c1)S(=O)(=O)c1csc(c1)S(=O)(=O)N,145.0
S=C1SC(=Cc2ccccc2O)C(=O)N1CN1CCOCC1,166.0
FC(c1ccccc1CCc1ccccc1C(F)(F)F)(F)F,75.0
[O-][N+](=O)c1cc(C)c(cc1N)Cl,161.0
OC1CC(=CC(C1O)O)C(=O)O,186.0
CC1CCC(C(C1)OC(=O)C(C(=O)c1ccccc1)C(=O)c1ccccc1)C(C)C,139.0
Nc1nnc(s1)C1CC1,214.0
COc1cc(/C=C/C(=O)O)cc(c1O)OC,195.0
OC(=O)c1cccc(c1C)N,187.0
c1ccc(nc1)Nc1ccccn1,90.5
O=C(C(c1ccccc1)c1ccccc1)Nc1ccccc1,177.0
Cc1ccc(c(n1)C)C,37.0
CCOC(=O)C(O)C,-26.0
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,55.0
OC(=O)Cc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,156.0
COC(=O)Cc1ccc(cc1)O,57.0
Cc1ccc(o1)C(=O)C=Cc1ccc(o1)c1ccccc1,123.0
OC(=O)CC(C1CCC2C1(C)CCC1C2CCC2C1(C)CCCC2)C,177.0
OC(=O)Cc1ccc(cc1F)F,118.0
C1CCC(=CC1)c1ccccc1,-11.0
[O-][P+](c1ccccc1)(c1ccccc1)C1C=C(OC(=C1)c1ccccc1)c1ccccc1,176.0
C=CCC1CCCC1,-111.0
O=C(c1ccc(cc1)C(=O)C=Nc1ccccc1)C=Nc1ccccc1,155.0
N#CCCN1CCN(CC1)CCC#N,65.0
O=C(C(Cl)Cl)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,212.5
NC1=NCCS1,80.0
OC(=O)c1sc(c(c1Cl)Cl)Cl,227.0
NC(=O)Cc1c(Cl)cccc1Cl,217.0
CCOC(=O)c1nn(c(c1C(=O)C1=NOC2C1C(=O)N(C2=O)c1ccc(cc1)F)C)c1ccc(cc1)C,211.0
C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O,202.5
Nc1ccc(nc1)C(=O)O,218.0
Fc1ccc(c(c1)C(=O)O)Br,155.0
BrCC(=O)c1ccc(cc1)[N+](=O)[O-],97.0
CCCCCC=CC,-100.0
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])n1nc(c(n1)[N+](=O)[O-])C,123.0
[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-],181.0
COc1cccnc1Cl,47.0
O=C(OC(C)(C)C)N[C@H](C(=O)O)Cc1ccc(cc1)C,86.0
NC(=O)OCC(Cl)(Cl)Cl,64.0
OB(c1c(C)cc(cc1C)C)O,124.0
O=Cc1cccc(c1)O,104.0
Oc1ccc(c(c1)C(=O)O)O,205.0
O=C1NC(=O)CN(C1)C[C@@H](N1CC(=O)NC(=O)C1)C,194.0
C#CC1(O)CCC2C1(C)CCC1C2CC=C2C1(C)CCC(=C2)C(C(=O)O)(C)C,259.0
CCCCCCC(=O)OC,-56.0
ClCC=CCCl,-48.0
NCc1cccc(c1Cl)C(F)(F)F,36.0
CN(/C=C/C(=O)c1ccccn1)C,131.0
Clc1ccc2c(c1)C(=NCC(=O)N2C)C1=CCCCC1,144.0
CC#Cc1nc(Nc2ccccc2)nc(c1)C,132.8
CC(=O)Nc1ccc(cc1)Br,169.0
ON(c1ccccc1)C=C(c1ccccc1)Br,180.0
c1ccc2c(c1)Sc1c(O2)cccc1,57.0
O=CC1(C)C(O)CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C,275.0
N#Cc1c(NC(=O)c2ccccc2)sc2c1CCCC2,110.0
OC(=O)c1cccc(c1F)C(F)(F)F,127.0
OC(=O)c1c(Br)cccc1Br,150.5
Clc1ccc(c(c1)C)C,-6.0
FC(Oc1ccccc1S(=O)(=O)Cl)(F)F,31.0
Clc1cc(Cl)nc(n1)c1ccccc1,96.9
N#Cc1ccc(o1)[N+](=O)[O-],63.0
O=c1cccc2n1CC1CNCC2C1,152.5
Clc1ccc(c(c1)C(c1ccc(o1)C)c1ccc(o1)C)O,85.0
Clc1ccc(c(c1)F)S(=O)(=O)Cl,36.0
N#CC=CC#N,97.0
CCN(c1cccc(c1)O)CC,78.0
NC(=O)c1ccc(cc1Cl)[N+](=O)[O-],170.0
c1ccc(cc1)C(=CC=C(c1ccccc1)c1ccccc1)c1ccccc1,198.0
Nc1ccc(cn1)C(=O)N,247.0
OCCCNC(=O)C(C(CO)(C)C)O,68.0
CCO[Si](OCC)(OCC)OCC,-85.0
O=C(c1ccc2c(c1)cccc2)c1ccccc1,81.0
CCCCCCC(CO)O,31.0
O=C(C(=O)C)Nc1ccccc1,100.0
CC(c1ccc(cc1)Br)C,-12.0
OP(=O)(c1ccccc1)O,161.0
CCOC(=O)C=Cc1ccc(cc1)N=[N+](c1ccc(cc1)C=CC(=O)OCC)[O-],141.0
CC(=O)c1c(O)c(cc(c1O)C(C)(C)C)C(C)(C)C,180.0
[O-][N+](=O)c1cc(sc1Cl)S(=O)(=O)Cl,53.0
Cc1cc2ccccc2[n+](c1)[O-],89.0
Cc1nc(=O)c2c([nH]1)cccc2,232.0
COC1CC(OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3C2=CC(=O)OC2)C)C=O)OC(C1O)C,148.0
Fc1ccc(c(c1)Cl)[N+](=O)[O-],35.0
CCCCc1ccc(cc1)N=Nc1ccc(cc1)OCCC,67.0
CCOC(=O)COC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,65.0
CCOC(=O)C(C=C1C(=O)C2(C(C1CC2)(C)C)C)(C=C1C(=O)C2(C(C1CC2)(C)C)C)CC(=O)OCC,105.0
Cc1ccc(o1)C(c1ccccc1[N+](=O)[O-])c1ccc(o1)C,80.0
O/C(=C\1/C(=O)c2ccccc2S(=O)(=O)N1C)/Nc1ccccn1,198.0
O=C1OC(=O)c2c1c(C)ccc2C,195.0
N#Cc1cc(O)cc(c1)O,188.0
ClC(=C(c1cc(N)c(cc1S(=O)(=O)N)S(=O)(=O)N)Cl)Cl,203.0
BrCc1ccc(cc1)C(=O)OC,56.0
O=C(C(F)(F)F)OC1OC(=O)c2c1cccc2,58.0
O=C1OC(C)(C)OC(=O)C21CC2,65.0
COc1cccc(c1)C(=O)C,-7.0
Clc1cc(C)c(c(c1)Cl)N,44.0
COc1cc(C#N)cc(c1OC)OC,93.0
NNc1ccc(nn1)Cl,137.0
OC1C(Br)Cc2c1cccc2,130.0
CCCCCCCCCF,1.0
C=Cc1ccc(cc1)C(C)C,-44.7
[O-][P+](C1c2ccccc2Oc2c1cccc2)(c1ccccc1)c1ccccc1,161.0
Fc1cc(F)c(c(c1)Cl)N,30.0
O=C(c1ccccc1)Oc1ccccc1,69.0
N#Cc1c(c2ccc(cc2)F)c(C#N)c(=O)n(c1N)N,304.0
Cc1cc(n2c(n1)c(N=Nc1cc(Cl)c(cc1Cl)Cl)c(n2)N)C(F)(F)F,229.0
c1ccc(cc1)C1Sc2n(N1)c(nn2)c1ccccc1,83.0
C=Cc1ccccc1,-31.0
COc1cc(cc(c1OC)OC)C(=O)NCCCCCC(=O)O,121.0
CC1=CC=C2C(=c3ccccc3=N2)[CH]1,208.5
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,72.0
Nc1ccccc1CCCCc1ccccc1N,74.0
OC(=O)CCCCCCCCCCCCC(=O)O,127.0
OOC1CCCc2c1cccc2,56.0
[O-][N+](=Nc1ccccc1)c1ccc(c(c1)C)[N+](=Nc1ccccc1)[O-],100.0
OC(=O)COc1ccc(c(c1)Cl)Cl,139.0
NC(=N/N=C/c1c(Cl)cccc1Cl)N,228.0
COc1ccc(c(c1)C)N,14.0
O=C1C=CC(=O)c2c1c(O)ccc2,162.0
Nc1nccc(n1)c1ccncc1,189.0
ClCC(=O)c1ccc(c(c1)Cl)Cl,44.0
CCCCCCC(=O)Cl,-84.0
NCCCC(P(=O)(O)O)(P(=O)(O)O)O,234.0
Oc1cc(cc(c1)O)c1cc(O)cc(c1)O,310.0
OC(=O)CCCCCCCc1ccccc1,28.0
CC(=CCCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C)C,140.5
[O-][N+](=O)c1ccccc1S(=O)(=O)Cl,67.0
CC(C(c1ccccc1)C(C)C)C,-24.5
COC(=O)c1ccc(c(c1)C)Br,42.0
N#CC(=Cc1ccccc1C)c1nc2c([nH]1)cccc2,211.0
O=C1CC[C@]2(C(=C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C)C,164.0
CCCCCCC(CCC)C,-77.5
Clc1ccnc2c1cccc2,34.5
CCCCCCCCCCCCCCCO,46.0
CC(c1ccccc1)NNC(=O)c1ccccc1,93.5
OB(c1c(F)cc(cc1F)F)O,235.0
CC(=O)O[C@H]1C(=O)OC(=O)[C@@H]1OC(=O)C,132.0
Cc1cccc(c1)NN=C1C(=O)N(C)C(=O)N(C1=O)C,229.0
O=C1N(NC(=O)C1(Br)Br)c1ccccc1,119.0
COc1ccc2c(c1)CC2O,38.0
[O-][N+](=O)c1cccc(c1)c1nnc2n1CN(CS2)c1ccccc1[N+](=O)[O-],183.0
ClCC(=O)Cl,-22.0
OCC1OC(C(C1O)O)n1ncc(=O)[nH]c1=O,158.0
CCOC(=O)C1=C(C)NC(=O)NC1c1cccc(c1)[N+](=O)[O-],228.0
NC(=O)c1ccc(cc1)C(=O)O,300.0
OS(=O)(=O)c1ccc(cc1)Nc1ccccc1,206.0
Cc1cc(cc(c1)C)c1cc(C)cc(c1)C,48.0
Oc1ccc(cc1O)C(C)(C)C,55.0
O=C1CCC2(C(=C1)CCC1C2C(=O)CC2(C1CCC2C(=O)C)C)C,172.0
NN=C1c2ccccc2-c2c1cccc2,152.0
Brc1cc2cc[nH]c2c(c1)[N+](=O)[O-],213.0
O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])OCCOC(=O)C(=C)C,71.0
COc1cc(O)cc(c1)O,80.3
NS(=O)(=O)c1ccc(cc1)Oc1ccccc1,131.0
NC(=N)c1ccc(cc1)/C=C/c1ccc(cc1O)C(=N)N,235.0
N#Cc1ccncc1,78.0
O=CNNC=O,156.0
CCn1cc(C(=O)O)c(=O)c2c1nc(N1CCNCC1)c(c2)F,222.0
BrC(C(c1ccccc1)Br)c1cc(C=Cc2ccccc2)c(cc1[N+](=O)[O-])[N+](=O)[O-],212.0
OC(=O)CC(C(C(=O)O)(C)C)c1ccccc1,171.0
Oc1ccc2c(c1)Oc1c(C2c2ccccc2C(=O)O)ccc(c1)O,126.0
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,106.0
CC1CCCC1C,-117.6
COC(=O)c1cc(OC)c(c(c1)OC)OC,83.0
COC1CC2C3(C4C51C(O)C(C(C5=O)C)CC4OC(=O)C)CCCC2(C)C(OC3)O,200.0
O=COC1CCC2(C(C1)CCC1C2CCC2(C1CCC2(O)C#Cc1ccccc1)C)C,205.0
Cc1ccc(cc1)C(=CCN1CCCC1)c1ccccn1,60.0
Oc1ccc2c(c1/N=N/c1ccc(cc1)/N=N/c1ccccc1)cccc2,195.0
BrCC(=O)c1ccc(cc1)C#N,94.0
Nc1ccc(cc1)S(=O)(=O)Nc1oc(c(n1)C)C,193.0
Cc1c(CCC)ssc1=S,49.0
OCCN(CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C)CC,80.0
N#Cc1ccc(c(c1)[N+](=O)[O-])C(C(c1ccc(cc1)C(C(c1ccc(cc1[N+](=O)[O-])C#N)Cl)Cl)Cl)Cl,278.0
CC(COC(=O)C1=C(C)NC(=S)NC1c1ccccc1)C,153.0
COC(=O)/C=C(/OP(=O)(OC)OC)\C,13.95
CCC=C1CCC2C1(C)CCC1C2CCC2C1(C)CCC(C2)OC(=O)C,114.0
N#Cc1ccc(c(c1)Cl)S(=O)(=O)Cl,103.0
OC[C@H]([C@@H](c1ccc(c(c1)OC)OC)O)Oc1c(OC)cccc1OC,110.85
CCC1(CC2(CO2)c2cccc(c2)Cl)C(=O)c2c(C1=O)cccc2,61.0
O=CC=CC=Cc1ccccc1,42.5
Cc1ccccc1,-93.0
ClC(=O)OCC1c2ccccc2-c2c1cccc2,62.0
N#Cc1ccccc1I,55.0
O=C(OC1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C)CCC1CCCC1,155.0
COC(=O)n1ccc(n1)C,33.0
C=Cc1cccc(c1)B(O)O,128.0
OCc1ccc(cc1)C(F)(F)F,19.0
CC(c1cc(c(cc1N=Nc1ccccc1)C)[N+](=Nc1ccccc1)[O-])C,118.0
Clc1ccc(c(c1)Cl)CC(C(C(C)(C)C)O)n1cncn1,148.0
ON=Cc1ccc(s1)Br,133.0
OC(=O)C1CCCN1C(=O)OCc1ccccc1,77.0
Cc1ccccc1Br,-27.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1,73.0
CC(CCCC(C1CCC2C1(C)CCC1C2CC(C2(C1(C)CCC(=O)C2)O)Cl)C)C,214.0
CCn1c2ccc(cc2c2c1cccc2)N,99.0
CC(COC(=O)CCCCC(=O)OCC(C)C)C,-20.0
Oc1ccc2c(c1)oc(=O)s2,160.0
FC(c1ccc(cc1)n1c(C)cc(c1C)/C=C/1\S/C(=N\c2ccccc2)/N(C1=O)C1CCCC1)(F)F,71.5
CC(I)(C)C,-38.0
CCCCCCOCCOCCO,-40.0
O=Cc1cc2OCOc2cc1Cl,116.0
CCC(CNC1C(O)C2(C(C1CC2)(C)C)C)(O)C,119.0
CCCCC(=O)NN,60.0
[O-][N+](=O)c1cccc(c1)S(=O)(=O)N,167.0
ClC(c1ccc(c(c1Cl)Cl)Cl)Cl,84.0
S=C=NC(c1ccccc1)(c1ccccc1)c1ccccc1,135.0
[O-][N+](=O)/C=C/c1ccccc1[N+](=O)[O-],106.0
O=C1OC(C=C1O)(c1ccccc1)c1ccccc1,127.0
OC(=O)CNC(=O)c1ccccc1O,168.0
CC(=O)Nc1cccc(c1)C(F)(F)F,105.0
O=C1OC(=O)C2C1C1C=CC2C1,166.0
CCCCOC(=O)CCC(=O)O,8.6
O=C1NC(=O)C(=Cc2ccc(o2)c2cccc(c2)[N+](=O)[O-])C(=O)N1,280.0
CC(=NNc1ccccc1)c1nc2c(nc1C)ccc1c2cccc1,209.0
OC(=O)c1ccc2c(c1O)cccc2,195.0
OC(=O)CCC(=O)c1ccc(cc1)S(=O)(=O)C,170.0
ClCC(=O)Nc1ccccc1[N+](=O)[O-],88.0
BrC(C(=O)O)C(C)C,39.0
OB(c1ccc(cc1)C)O,250.0
OC1CCC2(C(C1)CC(C1C2CC(O)C2(C1CCC2C(CCC(=O)O)C)C)O)C,198.0
Clc1cc(Cl)c(cc1Cl)Cl,140.0
O=C(c1ccccc1)OC(=O)c1ccccc1,42.0
O=Cc1c(=O)oc2c(c1N)cccc2,268.0
C[C@H]([C@@H](O)C)O,33.0
OC1OC2COC(OC2C(C1O)O)c1ccccc1,174.0
CC(=NOc1nc(F)c(c(c1F)F)F)c1ccccc1,116.85
COC1=CC2C3Cc4c(C2(CC1=O)CCN3C)c(O)c(cc4)OC,162.0
CC(=C)C(=O)OCCO,-12.0
O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],112.0
Cc1ccc(cc1)C(=O)c1csc(c1)S(=O)(=O)N,176.0
CCC(C(=O)OC1CC(C)C=C2C1C(CCC1CC(O)CC(=O)O1)C(C=C2)C)(C)C,136.5
Fc1ccc2c(c1)CCC2=O,39.0
ON=C(CCc1oc2c(c1c1ccc(o1)C)cc(cc2)[N+](=O)[O-])C,161.0
Fc1ccc(cc1)C=C(c1nc2c(s1)cccc2)C(=O)N,179.0
Clc1ccc(cc1)S(=O)(=O)N,146.0
OCC(CBr)(CO)CO,76.0
N#Cc1cc(N)ccc1F,94.0
FC(C(C(C(C(C(C(C(I)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,20.8
Fc1cccc(c1)C(=O)c1cccc(c1)F,59.0
FC(c1nnc(s1)N1C(=O)CCC1=O)(F)F,221.0
COc1cc(Cl)c(c(c1Cl)Cl)Cl,84.0
O=Cc1cc(n(c1C)c1ccccc1)C,89.0
OCc1cccc(n1)CO,112.0
O=CC=C(C=CC=C(C=CC1=C(C)C=CCC1(C)C)C)C,77.5
CC(=O)Nc1ccc(c(c1)F)[N+](=O)[O-],176.0
N#CC(/N=N/C(C#N)(C)C)(C)C,101.5
C=CC1CO1,-135.0
OB(c1ccc(c(c1)C)C)O,220.0
Clc1ccc2c(n1)c(C)ccc2,61.0
COC(=O)c1cc(Br)cc(c1O)Br,151.0
OC(=O)Cc1ccc(cc1)Oc1ccccc1,76.0
Cc1ccc2c(c1)c1-c3oc(cc3C(CCc1o2)(C)c1ccccc1)C,119.0
COC(=O)c1cc(ccc1Br)[N+](=O)[O-],81.0
CCCCC1=NC2(C(=O)N1Cc1ccc(cc1)c1ccccc1c1nnn[nH]1)CCCC2,180.0
NNC(=O)c1ccc2c(c1)cccc2,147.0
C=Cc1ccc(cc1)C(=O)N,170.0
CCCCc1c(C)nc(nc1Cl)N,162.0
C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,114.0
O=C1NN=C(C1=CNc1nccs1)c1c(O)c2ccccc2n(c1=O)C,248.0
COP(=S)(SCC(=O)N(C=O)C)OC,25.5
Fc1cc(Br)c(c(c1)Br)O,55.0
CCCCCCCCOC(=O)C,-38.5
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2c1cccc2,183.5
Cc1cc(C)c(c(c1C)O)C,118.5
OC[C@H]([C@H]1OC(O[C@@H]1[C@@H](CO)O)(C)C)O,87.0
SC1=N[C]2C(=N1)C=CC=C2,303.0
Cc1cccc(c1)Br,-40.0
Cc1c(Cl)cccc1I,11.0
OC(=O)C1CCC1C(=O)O,131.0
CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,72.0
O=C1C(=C(C(C)C)C(=O)C2=C1C1(C)CCCC(C1C=C2)(C)C)O,167.0
CCCC(=O)c1cc(O)c(cc1O)O,154.5
CCCc1ccc(cc1)C#Cc1ccc(cc1)CC,50.0
Fc1ccc2c(c1)sc(n2)N,184.0
Nc1ccc(cc1)S(=O)(=O)N(c1onc(c1C)C)C(=O)C,193.5
Fc1cnc(c(c1)F)N,57.0
Clc1cc(Cl)c(c(c1)Cl)O,66.0
Clc1cccc(c1)B(O)O,183.0
ClC1CCC(CC1)Cl,18.0
CCCCCCCCCCCCCCC=C,4.0
CC(CCOC(=O)C(=O)OCCC(C)C)C,-9.0
Oc1ccc(c(c1)C(F)(F)F)C(=O)O,160.0
O=CC(=O)O,98.0
CC(=O)OC1C(OC(=O)C)C2COC(C1OC(=O)C)O2,110.0
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,160.0
OCC(NC(=O)COC(=O)c1ccccc1)(CO)CO,126.5
CCOc1ccc(cc1)NC(=O)C(C(F)(F)F)C(F)(F)F,181.0
O[C@H]1C=C[C@@H]2[C@@]34C1Oc1c4c(CC2N(CC3)C)ccc1O,255.0
