SMILES,MP
CC(=NCc1cccnc1)c1c(O)c2ccccc2n(-c2ccccc2)c1=O,222.0
CC(=NCc1cccnc1)c1c(O)n(-c2ccccc2)c2ccccc2c1=O,222.0
CC(NCc1cccnc1)=C1C(=O)c2ccccc2N(c2ccccc2)C1=O,222.0
ClCC(=O)N1CCC(CC1)C(=O)O,110.0
O=C(O)C1CCN(C(=O)CCl)CC1,110.0
[O]=[C]([OH])[CH]1[CH2][CH2][N]([C](=[O])[CH2][Cl])[CH2][CH2]1,110.0
O=C(CCl)N1CCC(=C(O)O)CC1,110.0
O=C(O)C1CCN(C(O)=CCl)CC1,110.0
OC(=CCl)N1CCC(=C(O)O)CC1,110.0
COc1cc(cc(c1OC)OC)C(=O)Nc1ccc2c(c1)nn(n2)C1CCCC1,129.0
COC1=CC(C(=O)NC2=CC3=NN(C4CCCC4)N=C3C=C2)=CC(OC)=C1OC,129.0
COc1cc(C(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc(OC)c1OC,129.0
[CH3][O][c]1[cH][c]([C](=[O])[NH][c]2[cH][cH][c]3[n][n]([CH]4[CH2][CH2][CH2][CH2]4)[n][c]3[cH]2)[cH][c]([O][CH3])[c]1[O][CH3],129.0
COc1cc(C(O)=Nc2ccc3nn(C4CCCC4)nc3c2)cc(OC)c1OC,129.0
COC1=C(OC)C(OC)=CC(C(O)=NC2=CC3=NN(C4CCCC4)N=C3C=C2)=C1,129.0
COc1cc(C(=O)N=c2ccc3nn(C4CCCC4)[nH]c-3c2)cc(OC)c1OC,129.0
FC(C(Cl)(Cl)Cl)(F)F,14.2
FC(F)(F)C(Cl)(Cl)Cl,14.2
[F][C]([F])([F])[C]([Cl])([Cl])[Cl],14.2
CC(c1ccc(cc1)C)C(=O)O,41.0
CC1=CC=C(C(C)C(=O)O)C=C1,41.0
Cc1ccc(C(C)C(=O)O)cc1,41.0
[CH3][c]1[cH][cH][c]([CH]([CH3])[C](=[O])[OH])[cH][cH]1,41.0
CC(=C(O)O)c1ccc(C)cc1,41.0
O=C1CC(Oc2c1cccc2)c1ccccc1,77.0
O=C1CC(C2=CC=CC=C2)OC2=C1C=CC=C2,77.0
O=C1CC(c2ccccc2)Oc2ccccc21,77.0
[O]=[C]1[CH2][CH]([c]2[cH][cH][cH][cH][cH]2)[O][c]2[cH][cH][cH][cH][c]21,77.0
O=C1CC(C2=CC=CC=C2)OC2=CC=CC=C12,77.0
OC1=CC(c2ccccc2)Oc2ccccc21,77.0
OC(=O)C(=O)c1ccc(cc1)[N+](=O)[O-],110.0
O=C(O)C(=O)C1=CC=C([N+](=O)[O-])C=C1,110.0
O=C(O)C(=O)c1ccc([N+](=O)[O-])cc1,110.0
[O]=[C]([OH])[C](=[O])[c]1[cH][cH][c]([N+](=[O])[O-])[cH][cH]1,110.0
Cc1ccccc1N1CSc2n(C1)c(nn2)c1cccnc1,202.0
CC1=CC=CC=C1N1CSC2=NN=C(C3=CC=CN=C3)N2C1,202.0
Cc1ccccc1N1CSc2nnc(-c3cccnc3)n2C1,202.0
[CH3][c]1[cH][cH][cH][cH][c]1[N]1[CH2][S][c]2[n][n][c](-[c]3[cH][cH][cH][n][cH]3)[n]2[CH2]1,202.0
CC1=CC=CC=C1N1CSC2=NN=C(C3=CN=CC=C3)N2C1,202.0
CNC(=N[N+](=O)[O-])NCC1COCC1,107.5
CNC(=N[N+](=O)[O-])NCC1CCOC1,107.5
[CH3][NH][C](=[N][N+](=[O])[O-])[NH][CH2][CH]1[CH2][CH2][O][CH2]1,107.5
CN=C(NCC1CCOC1)N[N+](=O)[O-],107.5
CNC(=NCC1CCOC1)N[N+](=O)[O-],107.5
Nc1cc(Cl)c(c(c1)Cl)Cl,99.0
NC1=CC(Cl)=C(Cl)C(Cl)=C1,99.0
Nc1cc(Cl)c(Cl)c(Cl)c1,99.0
[NH2][c]1[cH][c]([Cl])[c]([Cl])[c]([Cl])[cH]1,99.0
BrCC(=O)OCc1ccc(cc1)[N+](=O)[O-],50.0
O=C(CBr)OCC1=CC=C([N+](=O)[O-])C=C1,50.0
O=C(CBr)OCc1ccc([N+](=O)[O-])cc1,50.0
[O]=[C]([CH2][Br])[O][CH2][c]1[cH][cH][c]([N+](=[O])[O-])[cH][cH]1,50.0
O=[N+]([O-])c1ccc(COC(O)=CBr)cc1,50.0
CC(OC(=O)c1ncccc1C(=O)C)C,40.0
CC(=O)C1=CC=CN=C1C(=O)OC(C)C,40.0
CC(=O)c1cccnc1C(=O)OC(C)C,40.0
[CH3][C](=[O])[c]1[cH][cH][cH][n][c]1[C](=[O])[O][CH]([CH3])[CH3],40.0
CC(=O)C1=C(C(=O)OC(C)C)N=CC=C1,40.0
C=C(O)c1cccnc1C(=O)OC(C)C,40.0
CCC(=O)c1cccc(c1)Cl,46.0
CCC(=O)C1=CC=CC(Cl)=C1,46.0
CCC(=O)c1cccc(Cl)c1,46.0
[CH3][CH2][C](=[O])[c]1[cH][cH][cH][c]([Cl])[cH]1,46.0
CCC(=O)C1=CC(Cl)=CC=C1,46.0
CC=C(O)c1cccc(Cl)c1,46.0
CCCc1ccccc1/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],228.0
CCCC1=CC=CC=C1/C=N/NC1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-],228.0
CCCc1ccccc1/C=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],228.0
[CH3][CH2][CH2][c]1[cH][cH][cH][cH][c]1/[CH]=[N]/[NH][c]1[cH][cH][c]([N+](=[O])[O-])[cH][c]1[N+](=[O])[O-],228.0
CCCC1=CC=CC=C1/C=N/NC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1,228.0
CCCc1ccccc1/C=N/N=C1C=CC([N+](=O)[O-])=CC1=[N+]([O-])O,228.0
CCCc1ccccc1/C=N/N=C1C=CC([N+](=O)[O-])=CC1[N+](=O)[O-],228.0
C[Si](O[Si](O[Si](C)(C)C)(C)C)(O[Si](O[Si](C)(C)C)(C)C)C,-80.0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-80.0
[CH3][Si]([CH3])([CH3])[O][Si]([CH3])([CH3])[O][Si]([CH3])([CH3])[O][Si]([CH3])([CH3])[O][Si]([CH3])([CH3])[CH3],-80.0
CO/C=C(\[C@H]1C[C@@H]2N(C[C@@H]1CC)CC[C@@]12C(=O)Nc2c1cccc2)/C(=O)OC,216.0
CC[C@H]1CN2CC[C@]3(C(=O)NC4=C3C=CC=C4)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,216.0
CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,216.0
[CH3][CH2][C@H]1[CH2][N]2[CH2][CH2][C@]3([C](=[O])[NH][c]4[cH][cH][cH][cH][c]43)[C@@H]2[CH2][C@@H]1/[C](=[CH]\[O][CH3])[C](=[O])[O][CH3],216.0
CC[C@H]1CN2CC[C@]3(C(O)=Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,216.0
CC[C@H]1CN2CC[C@]3(C(O)=NC4=CC=CC=C43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,216.0
O=C(Cc1ccccc1)NNC(=O)N,168.0
NC(=O)NNC(=O)CC1=CC=CC=C1,168.0
NC(=O)NNC(=O)Cc1ccccc1,168.0
[NH2][C](=[O])[NH][NH][C](=[O])[CH2][c]1[cH][cH][cH][cH][cH]1,168.0
N=C(O)NN=C(O)Cc1ccccc1,168.0
N=C(O)NN=C(O)CC1=CC=CC=C1,168.0
N=C(O)NNC(=O)Cc1ccccc1,168.0
N=C(O)NNC(O)=Cc1ccccc1,168.0
NC(=O)NN=C(O)Cc1ccccc1,168.0
NC(=O)NNC(O)=Cc1ccccc1,168.0
NC(O)=NN=C(O)Cc1ccccc1,168.0
NC(O)=NNC(=O)Cc1ccccc1,168.0
NC(O)=NNC(O)=Cc1ccccc1,168.0
CC(NNC(=O)COc1ccc(cc1)Cl)C,93.5
CC(C)NNC(=O)COC1=CC=C(Cl)C=C1,93.5
CC(C)NNC(=O)COc1ccc(Cl)cc1,93.5
[CH3][CH]([CH3])[NH][NH][C](=[O])[CH2][O][c]1[cH][cH][c]([Cl])[cH][cH]1,93.5
CC(C)NN=C(O)COc1ccc(Cl)cc1,93.5
CC(C)NN=C(O)COC1=CC=C(Cl)C=C1,93.5
CC(C)NNC(O)=COc1ccc(Cl)cc1,93.5
O=C=Nc1ccc(c(c1)C(F)(F)F)Cl,35.0
O=C=NC1=CC=C(Cl)C(C(F)(F)F)=C1,35.0
O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,35.0
[O]=[C]=[N][c]1[cH][cH][c]([Cl])[c]([C]([F])([F])[F])[cH]1,35.0
O=C=NC1=CC(C(F)(F)F)=C(Cl)C=C1,35.0
OC(=O)/C=C/c1ccc(cc1F)Cl,215.0
O=C(O)/C=C/C1=CC=C(Cl)C=C1F,215.0
O=C(O)/C=C/c1ccc(Cl)cc1F,215.0
[O]=[C]([OH])/[CH]=[CH]/[c]1[cH][cH][c]([Cl])[cH][c]1[F],215.0
O=C(O)/C=C/C1=C(F)C=C(Cl)C=C1,215.0
CCCCCCCCCCCCCCCCC#N,34.0
[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][C]#[N],34.0
CCC(CC)(CC)CC,-33.0
[CH3][CH2][C]([CH2][CH3])([CH2][CH3])[CH2][CH3],-33.0
NCCCN/C=C/NCCCN,-2.0
[NH2][CH2][CH2][CH2][NH]/[CH]=[CH]/[NH][CH2][CH2][CH2][NH2],-2.0
N#CC1=C(N)Oc2c(C1c1ccccc1Cl)c(nn2c1ccccc1)C(F)(F)F,166.0
N#CC1=C(N)OC2=C(C(C(F)(F)F)=NN2C2=CC=CC=C2)C1C1=CC=CC=C1Cl,166.0
N#CC1=C(N)Oc2c(c(C(F)(F)F)nn2-c2ccccc2)C1c1ccccc1Cl,166.0
[N]#[C][C]1=[C]([NH2])[O][c]2[c]([c]([C]([F])([F])[F])[n][n]2-[c]2[cH][cH][cH][cH][cH]2)[CH]1[c]1[cH][cH][cH][cH][c]1[Cl],166.0
N#CC1C(=N)Oc2c(c(C(F)(F)F)nn2-c2ccccc2)C1c1ccccc1Cl,166.0
S=c1scc[nH]1,79.0
S=C1NC=CS1,79.0
S=c1[nH]ccs1,79.0
[S]=[c]1[nH][cH][cH][s]1,79.0
Sc1nccs1,79.0
SC1=NC=CS1,79.0
CCCCCCC(CC)O,22.0
CCCCCCC(O)CC,22.0
[CH3][CH2][CH2][CH2][CH2][CH2][CH]([OH])[CH2][CH3],22.0
Fc1ccc(c(c1)C(=O)O)N,183.0
NC1=CC=C(F)C=C1C(=O)O,183.0
Nc1ccc(F)cc1C(=O)O,183.0
[NH2][c]1[cH][cH][c]([F])[cH][c]1[C](=[O])[OH],183.0
NC1=C(C(=O)O)C=C(F)C=C1,183.0
N=C1C=CC(F)=CC1=C(O)O,183.0
N=C1C=CC(F)=CC1C(=O)O,183.0
N=C1CC=C(F)C=C1C(=O)O,183.0
FC(S(=O)(=O)N)(F)F,118.0
NS(=O)(=O)C(F)(F)F,118.0
[NH2][S](=[O])(=[O])[C]([F])([F])[F],118.0
CC(C1=CC(=O)C(=CC1=O)C(C)(C)C)(C)C,153.0
CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,153.0
[CH3][C]([CH3])([CH3])[C]1=[CH][C](=[O])[C]([C]([CH3])([CH3])[CH3])=[CH][C]1=[O],153.0
C=Cc1ccccc1CC,-75.5
C=CC1=CC=CC=C1CC,-75.5
[CH2]=[CH][c]1[cH][cH][cH][cH][c]1[CH2][CH3],-75.5
CC(=O)c1ccc(cc1)Br,51.0
CC(=O)C1=CC=C(Br)C=C1,51.0
CC(=O)c1ccc(Br)cc1,51.0
[CH3][C](=[O])[c]1[cH][cH][c]([Br])[cH][cH]1,51.0
C=C(O)c1ccc(Br)cc1,51.0
COc1ccc2c(c1)nc(s2)S,196.0
COC1=CC=C2SC(S)=NC2=C1,196.0
COc1ccc2sc(S)nc2c1,196.0
[CH3][O][c]1[cH][cH][c]2[s][c]([SH])[n][c]2[cH]1,196.0
COC1=CC2=C(C=C1)SC(S)=N2,196.0
COc1ccc2sc(=S)[nH]c2c1,196.0
CCC(=C)C,-137.0
C=C(C)CC,-137.0
[CH2]=[C]([CH3])[CH2][CH3],-137.0
CI,-67.0
[CH3][I],-67.0
COc1cc(F)c(cc1F)C=O,99.0
COC1=CC(F)=C(C=O)C=C1F,99.0
COc1cc(F)c(C=O)cc1F,99.0
[CH3][O][c]1[cH][c]([F])[c]([CH]=[O])[cH][c]1[F],99.0
COC1=C(F)C=C(C=O)C(F)=C1,99.0
C#CCOc1c(Cl)cccc1Cl,44.0
C#CCOC1=C(Cl)C=CC=C1Cl,44.0
[CH]#[C][CH2][O][c]1[c]([Cl])[cH][cH][cH][c]1[Cl],44.0
OCCN1CCNC1=O,49.0
O=C1NCCN1CCO,49.0
[O]=[C]1[NH][CH2][CH2][N]1[CH2][CH2][OH],49.0
OCCN1CCN=C1O,49.0
OC(=O)c1cc(Br)cc(c1)Br,220.0
O=C(O)C1=CC(Br)=CC(Br)=C1,220.0
O=C(O)c1cc(Br)cc(Br)c1,220.0
[O]=[C]([OH])[c]1[cH][c]([Br])[cH][c]([Br])[cH]1,220.0
CC(=O)N1C(Cc2c1cccc2)c1ccccc1,129.0
CC(=O)N1C2=C(C=CC=C2)CC1C1=CC=CC=C1,129.0
CC(=O)N1c2ccccc2CC1c1ccccc1,129.0
[CH3][C](=[O])[N]1[c]2[cH][cH][cH][cH][c]2[CH2][CH]1[c]1[cH][cH][cH][cH][cH]1,129.0
CC(=O)N1C2=CC=CC=C2CC1C1=CC=CC=C1,129.0
C=C(O)N1c2ccccc2CC1c1ccccc1,129.0
N#Cc1cc(Br)ccc1I,121.0
N#CC1=CC(Br)=CC=C1I,121.0
[N]#[C][c]1[cH][c]([Br])[cH][cH][c]1[I],121.0
N#CC1=C(I)C=CC(Br)=C1,121.0
CCCN1C(=O)CCC(C1=O)N1C(=O)c2c(C1=O)cccc2,136.0
CCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,136.0
CCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,136.0
[CH3][CH2][CH2][N]1[C](=[O])[CH2][CH2][CH]([N]2[C](=[O])[c]3[cH][cH][cH][cH][c]3[C]2=[O])[C]1=[O],136.0
CCCN1C(=O)CCC(N2C(=O)C3=CC=CC=C3C2=O)C1=O,136.0
CCCN1C(=O)C(N2C(=O)c3ccccc3C2=O)CC=C1O,136.0
CCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)=C1O,136.0
CCCN1C(O)=CCC(N2C(=O)c3ccccc3C2=O)=C1O,136.0
COCCOc1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,154.5
COCCOC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C=C1OC,154.5
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,154.5
[CH3][O][CH2][CH2][O][c]1[c]([O][CH3])[cH][c]([CH2][c]2[cH][n][c]([NH2])[n][c]2[NH2])[cH][c]1[O][CH3],154.5
COCCOc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,154.5
COCCOC1=C(OC)C=C(CC2=CNC(=N)NC2=N)C=C1OC,154.5
COCCOc1c(OC)cc(Cc2c[nH]c(=N)nc2N)cc1OC,154.5
COCCOc1c(OC)cc(Cc2c[nH]c(N)nc2=N)cc1OC,154.5
COCCOc1c(OC)cc(Cc2cnc(=N)[nH]c2N)cc1OC,154.5
COCCOc1c(OC)cc(Cc2cnc(N)[nH]c2=N)cc1OC,154.5
OC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,99.5
CN1C2CCC1CC(OC(=O)C(O)C1=CC=CC=C1)C2,99.5
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,99.5
[CH3][N]1[CH]2[CH2][CH2][CH]1[CH2][CH]([O][C](=[O])[CH]([OH])[c]1[cH][cH][cH][cH][cH]1)[CH2]2,99.5
CN1C2CCC1CC(OC(O)=C(O)c1ccccc1)C2,99.5
CN1C2CCC1CC(OC(O)C(=O)c1ccccc1)C2,99.5
O=c1ccnc2-c1c([nH]n2C)[N+](=O)[O-],223.0
CN1NC([N+](=O)[O-])=C2C1=NC=CC2=O,223.0
Cn1[nH]c([N+](=O)[O-])c2c(=O)ccnc1-2,223.0
[CH3][n]1[nH][c]([N+](=[O])[O-])[c]2[c](=[O])[cH][cH][n][c]1-2,223.0
Cn1nc([N+](=O)[O-])c2c(=O)cc[nH]c21,223.0
Cn1nc([N+](=O)[O-])c2c(O)ccnc21,223.0
Nc1cccnc1C,117.0
CC1=NC=CC=C1N,117.0
Cc1ncccc1N,117.0
[CH3][c]1[n][cH][cH][cH][c]1[NH2],117.0
CC1=C(N)C=CC=N1,117.0
C=C1NC=CC=C1N,117.0
C=C1NC=CCC1=N,117.0
CC1=NC=CCC1=N,117.0
OC(=O)CNS(=O)(=O)c1ccc(cc1)C,148.0
CC1=CC=C(S(=O)(=O)NCC(=O)O)C=C1,148.0
Cc1ccc(S(=O)(=O)NCC(=O)O)cc1,148.0
[CH3][c]1[cH][cH][c]([S](=[O])(=[O])[NH][CH2][C](=[O])[OH])[cH][cH]1,148.0
Cc1ccc(S(=O)(=O)NC=C(O)O)cc1,148.0
c1ccc2c(c1)ccc1c2nccc1,50.0
C1=CC=C2C(=C1)C=CC1=C2N=CC=C1,50.0
c1ccc2c(c1)ccc1cccnc12,50.0
[cH]1[cH][cH][c]2[c]([cH]1)[cH][cH][c]1[cH][cH][cH][n][c]12,50.0
OC(=O)c1ccccc1c1c2cc(Br)c(c(c2oc2-c1cc(Br)c(=O)c2Br)Br)O,300.0
O=C(O)C1=CC=CC=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C(Br)C(O)=C(Br)C=C12,300.0
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,300.0
[O]=[C]([OH])[c]1[cH][cH][cH][cH][c]1-[c]1[c]2[cH][c]([Br])[c](=[O])[c]([Br])[c]-2[o][c]2[c]([Br])[c]([OH])[c]([Br])[cH][c]12,300.0
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c1=CC(Br)C(=O)C=2Br,300.0
CC1/C=C\C=C/2\COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(C/C=C(\C1)/C)OC1(C2)CCC(C(O1)C)C,213.5
CC1=CC2C(=O)OC3CC(C/C=C(/C)CC(C)/C=C\C=C4\COC(C1O)C42O)OC1(CCC(C)C(C)O1)C3,213.5
[CH3][C]1=[CH][CH]2[C](=[O])[O][CH]3[CH2][CH]([CH2]/[CH]=[C](/[CH3])[CH2][CH]([CH3])/[CH]=[CH]\[CH]=[C]4\[CH2][O][CH]([CH]1[OH])[C]42[OH])[O][C]1([CH2][CH2][CH]([CH3])[CH]([CH3])[O]1)[CH2]3,213.5
CC1=CC2=C(O)OC3CC(C/C=C(/C)CC(C)/C=C\C=C4\COC(C1O)C24O)OC1(CCC(C)C(C)O1)C3,213.5
O=C1Cc2c1cccc2,14.0
O=C1CC2=C1C=CC=C2,14.0
O=C1Cc2ccccc21,14.0
[O]=[C]1[CH2][c]2[cH][cH][cH][cH][c]21,14.0
O=C1CC2=CC=CC=C12,14.0
OC1=Cc2ccccc21,14.0
COc1ccccc1c1ccc(o1)/C=C/C(=O)c1ccco1,97.0
